"empleo_fl","sexo","tipo_edu","region","egreso","hab_dig","hab_ciud","hab_num","hab_verb"
1,0,1,"Metropolitana",2021,582,582,773,726
0,0,1,"Araucania",2023,601,613,513,378
0,1,0,"Metropolitana",2023,694,713,585,625
1,1,0,"Coquimbo",2023,727,740,607,584
1,1,0,"Metropolitana",2023,713,730,576,567
1,1,0,"Metropolitana",2021,842,883,785,896
1,0,0,"Biobio",2021,937,955,963,656
1,1,0,"Maule",2021,922,932,0,833
1,0,0,"Metropolitana",2023,751,761,642,620
1,1,1,"Araucania",2023,794,821,523,563
0,0,0,"Metropolitana",2023,572,572,535,534
0,1,0,"Valparaiso",2023,567,567,505,607
0,0,0,"Araucania",2022,400,400,478,589
0,1,0,"Valparaiso",2023,463,463,413,423
0,0,1,"Metropolitana",2023,443,443,0,0
1,1,0,"Araucania",2022,536,536,607,524
0,0,1,"OHiggins",2023,465,465,513,454
0,1,0,"Arica",2013,519,519,505,476
0,1,0,"Coquimbo",2023,599,599,436,582
1,1,0,"Coquimbo",2023,765,806,563,625
0,1,0,"Maule",2023,708,714,576,589
1,1,0,"Metropolitana",2023,779,779,731,784
0,1,0,"Coquimbo",2023,808,841,576,589
1,1,0,"Metropolitana",2023,823,844,585,625
1,0,1,"Metropolitana",2022,554,554,679,597
0,1,1,"Metropolitana",2023,601,630,0,0
1,0,0,"Metropolitana",2023,713,713,844,944
1,1,0,"Coquimbo",2022,842,854,705,721
0,0,1,"Los Lagos",2023,743,788,489,510
1,1,0,"Metropolitana",2022,708,726,599,770
1,1,0,"Metropolitana",2022,680,690,705,819
1,0,0,"Los Lagos",2023,650,658,773,669
1,0,0,"Metropolitana",2023,779,779,844,770
0,1,0,"Metropolitana",2023,722,740,450,696
0,0,1,"Valparaiso",2019,652,674,513,438
0,0,0,"Valparaiso",2023,727,727,436,576
0,1,1,"Metropolitana",2023,743,779,403,567
0,0,0,"Metropolitana",2023,608,608,576,669
1,0,0,"Metropolitana",2023,886,892,785,815
0,1,0,"Metropolitana",2023,622,622,505,510
1,0,0,"Metropolitana",2020,757,757,862,707
1,1,0,"Biobio",2023,956,990,563,573
1,0,0,"Metropolitana",2023,865,866,989,774
1,0,0,"Metropolitana",2023,837,910,688,819
1,1,0,"Los Rios",2022,771,795,642,625
0,0,0,"Valparaiso",2022,713,716,575,591
0,0,0,"Los Lagos",2023,577,604,465,317
1,1,0,"Atacama",2020,771,783,585,611
1,1,0,"Metropolitana",2023,808,812,535,582
0,1,0,"Los Rios",2023,922,947,549,607
1,1,0,"Atacama",2023,808,811,450,597
1,0,1,"Metropolitana",2023,582,582,498,510
0,0,0,"Metropolitana",2023,409,409,0,0
1,1,0,"Metropolitana",2023,504,504,450,481
1,1,1,"Araucania",2022,616,616,498,288
0,0,0,"Metropolitana",2023,608,608,879,707
1,0,0,"Valparaiso",2023,986,994,576,759
0,0,0,"Biobio",2023,456,456,0,0
1,1,0,"Valparaiso",2022,799,828,563,0
1,0,0,"Maule",2023,765,792,705,754
0,1,1,"Metropolitana",2023,402,402,436,385
1,0,0,"Metropolitana",2023,526,526,607,463
0,0,0,"Metropolitana",2021,814,823,0,0
0,1,0,"Araucania",2015,664,664,535,651
1,1,0,"Atacama",2023,713,724,498,534
1,0,0,"Metropolitana",2023,799,799,963,625
0,1,1,"Los Lagos",2023,513,513,0,0
1,0,0,"Aysen",2023,814,817,797,686
1,0,0,"Metropolitana",2022,599,599,593,774
1,0,0,"Metropolitana",2015,851,868,990,874
0,1,0,"Biobio",2023,865,877,731,679
0,0,1,"Tarapaca",2023,601,601,0,0
0,1,0,"Los Lagos",2023,751,751,607,466
0,0,0,"Coquimbo",2023,572,572,0,0
1,0,0,"Biobio",2023,580,580,535,489
1,0,0,"Metropolitana",2023,965,973,989,922
1,0,0,"Magallanes",2023,580,580,585,506
0,0,0,"Metropolitana",2023,699,711,599,582
1,0,0,"Metropolitana",2023,893,905,717,833
0,1,1,"Antofagasta",2023,829,862,549,500
1,0,0,"Metropolitana",2022,751,756,600,563
0,0,0,"Metropolitana",2023,900,910,549,738
0,1,1,"Nuble",2023,738,763,0,0
0,1,0,"Biobio",2023,956,962,879,699
0,0,0,"Biobio",2023,586,586,535,438
1,0,1,"Coquimbo",2023,724,729,593,540
0,0,0,"OHiggins",2023,742,742,628,597
0,1,1,"Biobio",2023,652,669,413,375
1,0,0,"Maule",2023,793,816,642,589
0,0,0,"Metropolitana",2023,551,551,523,573
0,0,0,"Nuble",2023,608,608,0,0
0,1,1,"Metropolitana",2023,658,677,489,549
0,0,1,"Biobio",2023,574,574,0,0
1,0,0,"Valparaiso",2023,865,874,746,669
0,1,1,"Maule",2022,560,560,478,434
1,0,0,"Metropolitana",2022,765,790,549,576
0,1,0,"Araucania",2023,580,580,0,321
0,0,1,"Biobio",2023,370,370,0,0
0,0,0,"Los Rios",2023,463,463,450,305
0,0,0,"Coquimbo",2023,657,657,403,364
0,0,0,"Metropolitana",2023,765,773,642,554
0,0,1,"Nuble",2023,554,554,0,0
0,1,0,"Metropolitana",2023,736,743,599,576
0,0,0,"Maule",2023,851,869,746,510
0,0,1,"Valparaiso",2023,686,718,523,438
0,1,0,"OHiggins",2023,519,519,0,0
1,1,0,"Atacama",2023,495,495,535,711
0,1,0,"Atacama",2023,694,694,465,576
1,0,0,"Metropolitana",2023,785,802,688,742
1,0,0,"Metropolitana",2018,393,395,523,449
0,1,0,"Coquimbo",2023,856,880,413,534
1,1,0,"Biobio",2023,793,797,498,418
1,0,0,"Valparaiso",2023,793,817,593,759
1,0,0,"Biobio",2023,799,808,773,922
1,1,0,"Antofagasta",2023,914,972,717,759
1,0,0,"Valparaiso",2023,765,822,628,726
1,0,0,"Los Lagos",2023,664,665,679,636
0,1,0,"Metropolitana",2022,937,996,657,774
0,1,0,"Los Lagos",2022,685,685,489,510
0,0,0,"Valparaiso",2023,425,425,505,354
0,1,0,"Metropolitana",2023,828,842,669,554
1,1,1,"Tarapaca",2023,652,652,616,679
1,1,0,"Maule",2023,685,687,535,534
1,0,0,"Maule",2022,765,768,963,754
0,0,0,"Biobio",2022,536,536,392,317
0,1,0,"Los Lagos",2023,907,939,616,754
0,0,0,"Metropolitana",2023,622,625,489,481
1,1,1,"Araucania",2023,857,992,563,641
1,0,0,"Coquimbo",2022,851,888,917,774
1,1,0,"Metropolitana",2023,365,365,535,506
1,0,0,"Biobio",2018,657,657,773,679
1,0,0,"Metropolitana",2022,708,708,478,423
0,1,1,"Metropolitana",2023,396,396,465,449
0,0,0,"Biobio",2023,586,586,616,573
1,0,0,"Metropolitana",2022,837,851,679,656
0,0,1,"Metropolitana",2023,418,418,523,367
0,1,1,"Metropolitana",2023,515,515,513,620
1,1,0,"Metropolitana",2023,664,664,679,589
0,1,0,"Antofagasta",2022,510,510,498,563
0,1,0,"Metropolitana",2023,799,805,478,689
0,0,1,"Maule",2023,738,755,679,573
1,1,0,"Coquimbo",2023,937,962,513,589
0,0,1,"Metropolitana",2023,709,740,585,641
1,1,0,"OHiggins",2020,765,766,679,491
1,1,0,"Metropolitana",2021,951,1000,811,770
0,1,0,"Metropolitana",2021,510,511,549,591
1,1,0,"Metropolitana",2023,851,891,679,597
1,1,1,"Nuble",2023,923,934,392,463
1,0,0,"Antofagasta",2019,473,481,616,591
1,0,0,"Araucania",2023,771,771,575,489
0,1,0,"Biobio",2023,779,785,593,726
1,0,0,"Coquimbo",2023,613,613,599,707
1,0,0,"Metropolitana",2023,771,774,785,784
1,0,0,"Metropolitana",2022,842,858,917,770
0,1,0,"Antofagasta",2023,622,622,403,549
0,1,0,"Metropolitana",2023,613,613,424,567
0,1,1,"Metropolitana",2023,808,850,505,540
0,1,0,"OHiggins",2023,567,569,0,0
0,1,1,"Metropolitana",2023,574,574,413,434
0,0,0,"Valparaiso",2023,886,891,917,711
1,0,0,"Metropolitana",2023,713,713,436,524
0,1,0,"Valparaiso",2021,943,1000,392,476
1,1,0,"Antofagasta",2023,765,786,498,582
0,1,1,"Metropolitana",2019,752,835,489,534
1,1,0,"Metropolitana",2015,636,676,679,711
0,0,0,"Metropolitana",2023,410,410,0,0
0,1,0,"Los Lagos",2022,823,841,0,0
1,0,1,"Metropolitana",2023,829,915,669,591
1,0,0,"Araucania",2023,828,829,628,707
0,1,0,"Metropolitana",2022,671,679,424,0
1,1,0,"Valparaiso",2023,814,825,669,707
0,1,1,"Atacama",2023,815,868,498,582
0,0,1,"OHiggins",2023,623,640,0,0
0,1,0,"Metropolitana",2022,671,684,642,641
1,0,0,"Metropolitana",2022,628,628,773,686
0,1,0,"Los Lagos",2023,643,643,705,759
0,1,1,"Los Lagos",2023,587,587,403,491
1,0,0,"Los Lagos",2023,650,650,616,563
0,0,0,"Maule",2022,441,441,599,607
0,0,0,"OHiggins",2023,751,773,0,0
0,0,1,"Metropolitana",2021,582,595,593,607
0,1,1,"Metropolitana",2023,630,635,378,540
0,1,0,"Maule",2023,680,684,505,636
0,0,0,"Metropolitana",2023,699,705,705,738
0,1,1,"Coquimbo",2023,794,824,600,707
1,1,0,"Biobio",2023,842,859,607,696
1,0,0,"Antofagasta",2023,708,711,811,854
1,1,0,"Metropolitana",2023,970,1000,1000,857
0,0,1,"Metropolitana",2023,353,353,498,378
1,1,0,"Metropolitana",2023,736,741,403,549
0,1,0,"Valparaiso",2023,519,519,498,438
0,1,1,"Metropolitana",2023,709,712,0,0
0,1,0,"Metropolitana",2022,823,900,505,600
0,0,0,"Valparaiso",2023,563,570,0,0
1,0,0,"OHiggins",2023,842,842,963,774
0,0,1,"Valparaiso",2023,794,829,523,589
0,1,1,"Metropolitana",2022,686,728,450,405
0,0,0,"Metropolitana",2023,785,785,0,288
0,1,0,"Maule",2021,664,672,450,405
0,0,0,"Biobio",2023,542,542,513,491
1,0,0,"Metropolitana",2023,900,907,1000,799
1,1,0,"Arica",2023,865,877,599,582
1,0,1,"Metropolitana",2023,465,465,593,476
1,1,0,"Metropolitana",2022,400,400,593,591
1,1,0,"Valparaiso",2022,479,479,498,534
1,1,0,"Valparaiso",2023,907,968,489,788
0,1,0,"Metropolitana",2023,664,664,498,405
0,1,0,"Maule",2023,727,729,642,591
1,0,0,"Metropolitana",2022,793,793,797,784
0,1,1,"Araucania",2016,497,497,513,591
1,1,0,"Magallanes",2023,994,1000,939,819
0,1,0,"Metropolitana",2023,900,909,576,620
0,0,0,"Valparaiso",2022,479,479,478,405
1,1,0,"Valparaiso",2022,994,997,785,726
1,0,0,"Araucania",2022,928,989,0,774
0,1,1,"Los Rios",2023,630,644,489,540
0,0,0,"Biobio",2023,599,599,523,665
0,1,1,"Atacama",2020,609,621,403,378
0,0,0,"Metropolitana",2023,636,636,600,686
0,0,0,"Maule",2023,400,400,505,524
0,0,1,"Biobio",2023,630,701,0,418
1,1,0,"Araucania",2023,785,815,679,669
1,1,0,"Metropolitana",2023,942,960,797,636
1,0,0,"Coquimbo",2019,851,890,827,899
1,1,0,"Biobio",2023,536,536,505,540
1,0,0,"Biobio",2023,757,757,811,721
1,0,1,"Tarapaca",2023,823,841,628,669
0,1,1,"Los Rios",2022,554,554,0,0
0,0,0,"Metropolitana",2020,793,793,811,696
0,1,0,"Los Rios",2023,551,551,0,0
0,1,0,"Metropolitana",2023,922,934,688,625
0,1,0,"Metropolitana",2021,650,657,0,0
1,0,0,"Araucania",2023,922,926,879,784
0,1,0,"Nuble",2023,893,909,963,754
0,0,0,"Antofagasta",2023,736,744,0,0
1,1,0,"Los Lagos",2023,793,804,616,759
0,0,0,"Los Lagos",2023,650,650,844,686
1,0,0,"Metropolitana",2023,793,793,811,742
1,0,0,"Metropolitana",2023,799,824,879,878
0,0,1,"Metropolitana",2023,595,595,549,540
0,0,1,"Biobio",2023,545,545,576,491
1,0,0,"Metropolitana",2023,636,636,717,651
0,1,1,"Maule",2023,801,864,0,0
0,1,0,"Los Lagos",2023,785,817,0,0
0,0,1,"Araucania",2023,609,622,0,0
1,0,0,"Metropolitana",2022,793,793,785,611
1,1,0,"Coquimbo",2023,657,677,478,438
0,1,1,"Metropolitana",2022,681,681,523,434
0,0,0,"Antofagasta",2023,542,542,0,0
0,0,0,"Arica",2018,558,558,0,0
1,1,0,"Atacama",2023,727,797,549,589
1,0,0,"Metropolitana",2023,922,936,963,721
0,1,1,"Metropolitana",2023,523,523,465,500
1,1,1,"Araucania",2023,965,1000,593,815
1,1,0,"OHiggins",2020,636,636,669,754
0,0,0,"Maule",2022,685,685,593,641
0,0,0,"OHiggins",2022,779,804,465,423
1,1,0,"Los Rios",2023,886,967,696,837
0,0,1,"Valparaiso",2023,652,652,0,0
0,0,1,"Los Lagos",2023,724,813,731,707
1,0,0,"Araucania",2023,893,908,549,540
1,0,1,"Tarapaca",2023,801,829,465,500
0,1,0,"Metropolitana",2023,586,586,0,589
0,0,0,"Antofagasta",2023,742,761,607,611
1,1,0,"Los Lagos",2021,664,667,549,554
1,1,0,"Metropolitana",2023,979,1000,593,754
1,0,1,"OHiggins",2020,513,513,0,0
0,0,1,"Arica",2023,364,364,0,0
0,1,1,"Nuble",2023,871,880,0,0
0,0,1,"Metropolitana",2023,474,474,0,0
0,1,0,"Los Rios",2023,808,820,0,0
0,1,1,"Tarapaca",2020,738,740,436,454
1,1,0,"Maule",2013,799,806,585,770
1,1,0,"Valparaiso",2023,965,1000,862,721
0,1,0,"Metropolitana",2023,657,659,628,576
1,1,0,"Maule",2020,680,676,642,707
1,1,0,"Metropolitana",2023,837,842,827,837
0,1,0,"Metropolitana",2023,463,463,465,584
1,0,1,"Antofagasta",2020,729,761,585,641
0,1,1,"Los Lagos",2023,667,699,0,0
0,1,1,"Metropolitana",2019,815,827,0,0
1,1,1,"Maule",2023,900,962,549,524
1,0,0,"Metropolitana",2023,751,759,593,582
0,0,0,"Los Lagos",2023,519,519,0,0
0,1,0,"Coquimbo",2023,680,680,0,567
1,1,0,"OHiggins",2022,851,887,669,589
1,1,0,"Araucania",2021,779,808,607,496
1,0,0,"Valparaiso",2022,771,774,963,802
1,0,0,"Araucania",2022,851,896,549,573
0,0,0,"Los Rios",2023,567,574,535,491
1,0,0,"Biobio",2022,608,608,607,625
0,0,1,"Metropolitana",2023,652,685,599,656
1,0,0,"Tarapaca",2023,965,968,939,770
1,0,0,"Metropolitana",2022,785,785,897,770
1,0,0,"Valparaiso",2023,842,842,827,726
0,0,1,"Valparaiso",2017,523,523,0,0
1,1,0,"Metropolitana",2023,965,979,939,711
0,1,0,"Biobio",2023,727,752,498,519
1,1,0,"Metropolitana",2023,856,916,489,584
1,1,1,"Metropolitana",2020,538,538,505,582
0,1,0,"Metropolitana",2023,599,599,498,500
0,1,0,"Valparaiso",2023,742,743,523,584
0,1,1,"Metropolitana",2022,587,587,549,676
1,1,0,"Metropolitana",2022,814,815,0,607
0,1,0,"Nuble",2020,542,542,0,0
1,1,0,"Los Rios",2022,463,463,585,784
1,0,1,"Biobio",2017,729,757,731,669
1,1,0,"Araucania",2023,742,752,563,506
1,0,0,"Metropolitana",2023,694,694,549,567
0,1,1,"Arica",2023,729,737,424,466
0,0,0,"Metropolitana",2023,823,834,599,774
1,0,0,"Nuble",2023,942,978,696,689
1,0,0,"Metropolitana",2023,793,793,989,947
0,1,1,"Metropolitana",2023,497,497,478,375
1,1,1,"Metropolitana",2023,801,896,844,689
0,1,0,"Metropolitana",2023,717,851,362,394
0,0,0,"OHiggins",2023,409,409,413,0
1,1,1,"Metropolitana",2023,529,529,600,641
1,1,0,"Los Lagos",2023,828,854,585,707
0,1,1,"Maule",2023,715,726,0,350
1,1,0,"Metropolitana",2023,808,823,523,554
1,1,0,"Valparaiso",2023,685,685,616,491
1,1,0,"OHiggins",2020,856,914,731,676
0,1,1,"Metropolitana",2015,506,519,642,641
0,0,0,"Metropolitana",2023,736,775,696,597
0,1,0,"Valparaiso",2023,479,479,498,481
1,0,0,"Biobio",2021,680,679,862,656
0,1,0,"Coquimbo",2023,851,876,696,788
0,1,0,"Biobio",2022,708,710,513,500
0,0,0,"Metropolitana",2022,879,1000,827,676
1,1,1,"Metropolitana",2023,686,698,513,489
0,0,0,"Metropolitana",2023,495,495,549,449
1,1,0,"Biobio",2023,771,771,696,611
0,1,0,"Los Rios",2023,859,874,585,620
0,0,0,"Valparaiso",2023,886,930,505,582
1,0,1,"Nuble",2023,794,809,563,491
0,1,0,"Antofagasta",2023,628,628,717,540
0,0,0,"Metropolitana",2023,558,558,575,611
1,0,0,"Tarapaca",2015,594,601,797,689
0,1,1,"Metropolitana",2023,538,538,513,423
0,1,0,"Metropolitana",2023,708,721,498,597
0,0,1,"Maule",2021,637,643,392,491
0,0,0,"Coquimbo",2023,842,850,696,799
1,1,0,"Biobio",2020,628,628,563,689
0,0,0,"Los Lagos",2023,771,783,585,524
0,1,1,"Metropolitana",2023,459,459,0,0
0,0,1,"Atacama",2023,609,609,0,0
1,1,0,"Valparaiso",2023,942,964,917,676
0,0,1,"Atacama",2023,794,859,513,463
0,0,0,"Valparaiso",2019,664,664,0,0
1,1,1,"Metropolitana",2023,545,545,575,576
1,0,0,"Valparaiso",2023,628,628,679,726
0,1,1,"Tarapaca",2023,780,804,575,591
1,1,0,"Nuble",2023,965,981,897,878
1,1,0,"Metropolitana",2019,488,488,705,699
0,0,1,"Biobio",2023,595,595,535,489
0,1,0,"Arica",2023,907,909,669,788
0,0,1,"Metropolitana",2019,459,459,0,597
1,0,0,"Metropolitana",2018,495,495,513,770
1,1,0,"Coquimbo",2023,823,845,599,611
1,1,0,"Valparaiso",2019,473,473,465,788
1,1,0,"Valparaiso",2023,751,756,505,519
0,0,0,"Coquimbo",2023,393,393,505,484
0,1,0,"Metropolitana",2023,713,717,505,506
1,1,0,"Metropolitana",2023,779,795,585,636
0,1,1,"Araucania",2023,616,617,450,466
0,1,0,"Metropolitana",2023,685,685,0,0
0,1,0,"Metropolitana",2023,585,589,513,607
0,1,0,"Nuble",2023,856,895,628,620
0,0,0,"Metropolitana",2023,828,866,657,651
0,0,0,"Araucania",2023,722,725,696,611
1,0,0,"Metropolitana",2022,727,733,797,857
0,1,0,"Metropolitana",2023,442,442,0,0
0,1,1,"Metropolitana",2022,895,1000,844,721
0,0,0,"Metropolitana",2023,473,473,465,573
0,0,0,"Biobio",2023,823,898,731,854
0,1,0,"Metropolitana",2023,722,724,478,454
0,1,0,"Metropolitana",2022,519,519,563,563
0,1,0,"Biobio",2023,736,758,628,438
1,0,1,"Metropolitana",2020,914,939,785,754
0,1,0,"Nuble",2023,664,664,0,0
0,0,0,"Metropolitana",2023,717,734,600,620
0,1,0,"Metropolitana",2016,547,547,424,582
1,0,0,"Metropolitana",2023,713,725,669,770
1,1,0,"Metropolitana",2022,870,909,705,707
0,0,0,"Metropolitana",2023,685,685,513,636
0,1,1,"Maule",2023,709,734,450,454
0,0,1,"Valparaiso",2023,637,646,0,0
0,1,0,"Antofagasta",2023,937,966,879,819
1,0,0,"Metropolitana",2023,837,857,607,589
0,1,0,"Aysen",2022,604,604,0,0
0,1,1,"Metropolitana",2023,695,736,576,454
0,0,0,"OHiggins",2023,608,608,535,463
1,0,0,"Metropolitana",2023,879,882,917,784
0,1,0,"Valparaiso",2023,590,591,424,434
0,1,1,"Metropolitana",2016,808,868,0,0
1,1,0,"Coquimbo",2023,865,902,688,607
0,1,0,"Metropolitana",2021,742,769,761,833
0,0,1,"Metropolitana",2008,715,726,0,686
0,0,1,"Valparaiso",2023,554,554,0,0
0,1,0,"Maule",2018,622,622,478,656
0,1,0,"Metropolitana",2023,526,526,450,563
0,0,0,"Maule",2023,495,495,549,589
0,0,0,"Metropolitana",2023,594,594,549,394
0,1,1,"Metropolitana",2023,794,813,563,591
0,0,0,"Los Lagos",2023,504,504,505,378
0,0,0,"Metropolitana",2023,367,368,523,397
1,1,0,"Metropolitana",2023,757,763,535,576
0,1,0,"Magallanes",2023,793,814,585,696
1,0,0,"Aysen",2023,736,736,607,563
1,1,0,"Los Rios",2023,757,759,585,611
0,1,0,"OHiggins",2023,536,536,0,0
1,1,0,"Metropolitana",2023,650,650,844,788
0,1,0,"Maule",2023,586,586,0,0
0,1,1,"Metropolitana",2023,529,529,549,409
0,0,0,"Metropolitana",2023,799,829,585,489
1,1,0,"Araucania",2023,965,973,731,788
1,1,0,"Araucania",2023,879,909,811,689
1,0,0,"Metropolitana",2023,937,993,642,524
0,1,0,"Tarapaca",2023,979,1000,939,721
1,1,1,"Biobio",2022,574,574,489,524
1,1,0,"Antofagasta",2023,900,937,773,784
0,0,0,"Metropolitana",2021,951,983,963,899
1,0,1,"Metropolitana",2022,700,752,523,576
0,1,0,"Valparaiso",2023,643,643,513,620
0,0,0,"Metropolitana",2023,504,504,616,354
1,0,0,"Biobio",2022,837,875,773,878
0,1,0,"Metropolitana",2022,727,743,0,563
0,0,0,"Metropolitana",2023,461,461,0,0
0,0,1,"Biobio",2023,695,725,549,689
1,0,0,"Biobio",2022,694,703,688,721
0,1,1,"Biobio",2023,574,574,0,0
0,1,0,"Nuble",2023,572,572,450,476
1,0,0,"Los Rios",2022,664,664,576,540
1,1,0,"Metropolitana",2023,994,1000,939,759
0,0,1,"Valparaiso",2023,808,856,505,656
0,0,1,"OHiggins",2023,616,616,0,0
0,1,0,"Metropolitana",2023,757,768,523,385
0,0,1,"Valparaiso",2023,601,607,0,0
1,1,0,"Metropolitana",2022,699,736,600,707
0,0,1,"Arica",2023,481,481,535,473
0,0,0,"Metropolitana",2023,643,643,593,611
0,1,0,"Valparaiso",2023,886,892,731,721
1,0,0,"Metropolitana",2023,965,990,1000,899
0,0,0,"Maule",2021,594,594,513,573
1,0,0,"Metropolitana",2020,558,558,505,641
1,0,1,"Atacama",2023,715,730,498,607
1,1,0,"Metropolitana",2021,643,641,705,576
0,0,0,"Valparaiso",2023,814,851,616,611
0,1,0,"Coquimbo",2021,694,718,0,0
0,0,1,"Biobio",2023,347,347,489,484
1,1,1,"Antofagasta",2022,681,697,616,721
1,1,0,"Maule",2023,479,479,498,549
0,0,0,"OHiggins",2023,495,495,436,334
1,0,0,"Araucania",2019,504,504,616,625
1,0,0,"Los Lagos",2022,814,842,688,625
0,1,0,"Metropolitana",2021,751,752,513,589
1,0,0,"Valparaiso",2023,526,526,607,656
1,0,0,"Nuble",2023,713,723,607,611
1,0,0,"Nuble",2021,608,608,563,611
1,0,0,"Maule",2023,900,902,939,636
1,1,0,"Biobio",2023,865,899,717,597
0,1,0,"Metropolitana",2023,943,1000,478,607
1,1,0,"Los Lagos",2023,870,931,498,591
1,1,0,"Valparaiso",2023,856,909,642,726
1,1,0,"Metropolitana",2023,865,939,731,721
1,0,0,"Nuble",2023,900,910,879,742
0,0,0,"Valparaiso",2023,727,732,465,500
1,1,0,"Maule",2022,842,957,585,711
0,0,0,"Metropolitana",2023,378,378,549,524
0,0,1,"Araucania",2023,609,623,498,496
1,1,1,"Coquimbo",2022,914,946,844,549
1,1,0,"Metropolitana",2022,793,823,549,524
1,1,1,"OHiggins",2023,771,811,489,563
0,0,0,"Coquimbo",2023,425,425,0,0
1,0,0,"Biobio",2022,722,768,717,665
1,0,0,"Los Rios",2021,580,580,505,481
0,1,0,"Metropolitana",2023,352,352,523,476
0,0,0,"Arica",2022,689,713,0,0
1,1,1,"Metropolitana",2019,715,737,576,584
0,0,0,"Nuble",2023,699,699,505,524
1,1,0,"OHiggins",2023,907,908,593,754
1,0,0,"Valparaiso",2023,713,713,593,491
0,1,0,"OHiggins",2023,799,804,535,506
1,0,0,"Arica",2023,657,657,616,620
1,0,0,"Metropolitana",2022,664,664,0,0
0,0,1,"Los Rios",2023,554,554,0,0
0,0,1,"Araucania",2023,560,560,563,409
1,0,0,"Antofagasta",2023,870,906,761,774
1,0,0,"Metropolitana",2023,970,987,1000,857
1,1,0,"Valparaiso",2020,886,910,785,669
0,1,1,"Valparaiso",2013,652,754,0,0
0,0,0,"OHiggins",2022,779,796,0,0
1,1,0,"Maule",2023,713,723,489,573
0,0,1,"Tarapaca",2023,829,855,0,711
0,0,1,"Biobio",2023,644,644,489,476
1,0,0,"Valparaiso",2017,751,751,688,819
0,1,0,"OHiggins",2023,808,826,465,584
0,1,0,"Araucania",2023,551,551,403,473
1,1,0,"Biobio",2019,851,874,897,689
0,0,1,"Araucania",2023,700,755,563,534
0,1,0,"Biobio",2020,613,613,535,466
1,0,0,"Metropolitana",2021,608,608,917,784
1,1,0,"Biobio",2023,985,1000,797,738
1,1,0,"Metropolitana",2023,742,742,669,607
0,0,0,"Los Rios",2023,569,589,0,0
0,0,0,"Antofagasta",2023,558,558,436,496
1,1,0,"Metropolitana",2022,608,615,616,669
1,0,0,"Araucania",2023,879,891,593,573
0,1,0,"Valparaiso",2023,531,531,413,454
1,1,0,"Valparaiso",2023,504,504,688,651
0,0,1,"OHiggins",2023,681,717,0,0
1,1,0,"Biobio",2018,893,906,897,696
0,0,0,"Biobio",2023,727,727,688,676
1,1,0,"Metropolitana",2023,613,613,513,405
0,1,1,"Valparaiso",2023,857,904,505,656
1,0,0,"Metropolitana",2023,870,894,696,759
0,1,0,"Nuble",2023,907,1000,696,699
1,0,0,"Valparaiso",2021,628,627,549,500
1,0,1,"Atacama",2023,865,915,489,489
0,1,0,"Valparaiso",2023,856,897,505,438
1,1,0,"Metropolitana",2022,856,893,0,686
0,0,0,"Metropolitana",2010,727,727,0,0
1,0,0,"Metropolitana",2022,736,736,731,819
0,1,0,"Antofagasta",2022,922,958,0,0
0,1,0,"Valparaiso",2023,643,643,478,434
1,0,0,"Metropolitana",2023,664,668,628,651
1,0,0,"Coquimbo",2023,745,817,465,669
0,1,1,"Araucania",2021,587,589,0,519
0,1,0,"Biobio",2023,542,542,523,554
0,1,0,"Araucania",2021,922,964,861,759
1,1,0,"Biobio",2021,765,819,616,484
1,1,0,"Biobio",2020,680,676,669,774
1,1,0,"Metropolitana",2020,542,544,513,597
0,1,0,"Valparaiso",2023,580,580,478,454
1,0,1,"Maule",2023,752,795,593,510
1,0,1,"Los Lagos",2023,609,611,505,500
1,1,0,"Biobio",2022,828,842,575,534
1,1,1,"Biobio",2023,823,899,563,679
0,1,0,"Los Lagos",2023,808,838,549,788
1,0,0,"Metropolitana",2023,985,994,990,854
0,1,0,"Araucania",2019,500,500,549,510
1,1,0,"Tarapaca",2022,542,542,576,665
1,0,1,"Metropolitana",2023,667,746,436,506
1,0,0,"Biobio",2023,951,981,688,784
1,1,0,"Araucania",2023,879,899,523,418
1,0,0,"Metropolitana",2022,907,928,785,742
0,1,0,"Biobio",2023,577,577,0,0
0,0,0,"Maule",2023,668,673,563,491
0,1,0,"Valparaiso",2023,856,858,585,597
0,1,0,"Metropolitana",2023,572,572,505,476
0,0,0,"Metropolitana",2023,479,479,585,573
1,1,0,"Metropolitana",2021,558,558,600,669
0,1,1,"Biobio",2023,724,746,489,641
0,1,0,"Valparaiso",2023,572,572,436,418
1,1,0,"Metropolitana",2023,900,929,785,837
0,1,0,"Valparaiso",2023,586,586,535,576
1,0,0,"Metropolitana",2020,765,765,897,799
1,1,1,"Metropolitana",2023,523,523,523,484
0,0,1,"OHiggins",2023,623,761,0,0
0,1,1,"Arica",2010,459,459,0,0
1,0,0,"Biobio",2022,757,757,576,524
1,0,0,"Valparaiso",2023,608,608,535,449
1,0,0,"Biobio",2022,779,812,616,0
1,0,1,"Aysen",2023,794,836,599,607
0,1,1,"Metropolitana",2022,601,633,498,476
1,0,1,"Metropolitana",2016,443,464,785,742
1,0,0,"Metropolitana",2023,828,828,963,819
1,1,0,"Metropolitana",2022,779,781,585,567
0,1,1,"Antofagasta",2023,686,692,0,0
0,0,1,"Coquimbo",2021,538,540,505,491
1,0,0,"Valparaiso",2023,736,736,642,656
1,1,0,"Biobio",2022,865,877,785,815
0,0,0,"Metropolitana",2023,757,759,642,726
