"empleo_fl","sexo","tipo_edu","region","egreso","hab_dig","hab_ciud","hab_num","hab_verb"
1,0,0,"Metropolitana",2023,970,1000,785,784
0,1,0,"Antofagasta",2022,586,586,0,0
1,1,0,"Biobio",2022,886,895,797,707
0,1,0,"Nuble",2023,542,542,489,510
0,1,0,"Los Rios",2023,425,425,0,0
1,1,0,"Coquimbo",2023,808,825,535,686
0,1,0,"Metropolitana",2022,586,586,576,759
0,0,0,"Metropolitana",2021,604,604,498,506
0,0,0,"Valparaiso",2018,409,409,593,799
0,0,1,"Metropolitana",2023,630,630,392,409
0,1,0,"Metropolitana",2023,751,757,424,388
0,0,0,"Biobio",2023,604,604,642,665
1,0,0,"Valparaiso",2023,893,895,897,738
0,0,0,"Metropolitana",2023,657,657,403,573
1,1,0,"Metropolitana",2023,594,594,513,519
1,1,0,"Maule",2023,870,894,642,721
0,1,0,"Coquimbo",2022,657,657,563,489
1,1,0,"Araucania",2023,937,980,705,707
1,0,0,"Los Lagos",2023,685,685,513,576
1,0,0,"Metropolitana",2023,793,810,657,711
1,1,0,"Metropolitana",2021,956,1000,862,799
0,0,0,"Nuble",2023,828,845,731,641
1,0,0,"Los Rios",2023,708,709,585,707
0,1,0,"Biobio",2019,823,823,0,0
1,0,0,"Coquimbo",2023,914,926,963,819
1,1,1,"OHiggins",2015,644,644,563,689
1,1,0,"Metropolitana",2023,657,657,505,466
0,1,0,"Araucania",2023,814,893,616,651
1,1,1,"Los Lagos",2022,616,622,498,554
1,0,0,"Metropolitana",2023,599,599,917,738
0,0,1,"Metropolitana",2023,396,396,513,385
1,1,0,"Metropolitana",2023,727,746,642,742
0,0,0,"Metropolitana",2023,623,623,600,591
0,1,0,"Coquimbo",2023,814,843,450,549
0,1,0,"Los Lagos",2023,473,473,0,0
1,1,0,"Metropolitana",2022,879,881,862,802
1,0,0,"Metropolitana",2023,914,1000,963,833
1,0,0,"Nuble",2022,586,586,436,491
1,0,0,"Metropolitana",2023,771,776,827,721
1,0,0,"Metropolitana",2021,594,594,746,721
0,1,1,"Metropolitana",2023,700,756,403,484
0,0,0,"Metropolitana",2023,664,692,0,454
1,0,0,"Valparaiso",2022,865,884,696,689
1,1,1,"Antofagasta",2023,780,826,498,500
1,1,1,"Coquimbo",2022,857,881,575,607
1,0,1,"Metropolitana",2003,364,364,478,620
1,1,0,"Maule",2021,785,792,669,449
1,0,0,"Maule",2022,856,899,746,597
1,1,0,"Metropolitana",2023,814,822,785,665
1,0,0,"Metropolitana",2022,856,948,575,742
1,1,0,"Los Lagos",2023,956,987,731,676
0,0,0,"Metropolitana",2023,779,779,773,607
1,1,1,"OHiggins",2023,837,919,563,473
0,0,1,"Coquimbo",2023,923,1000,599,584
1,1,1,"Biobio",2023,865,891,616,651
1,1,0,"Los Rios",2023,842,870,600,802
0,0,1,"Metropolitana",2023,667,673,575,491
0,0,0,"Nuble",2023,463,463,535,591
1,0,0,"Valparaiso",2019,886,916,0,0
0,1,1,"Metropolitana",2023,801,810,523,438
0,1,0,"Metropolitana",2023,628,628,642,679
0,1,1,"Metropolitana",2023,729,768,424,454
0,1,0,"Biobio",2023,451,451,0,454
1,0,0,"Metropolitana",2023,937,939,963,857
1,1,0,"Los Rios",2023,823,833,535,519
0,0,0,"Los Lagos",2017,542,542,0,0
1,0,0,"Metropolitana",2023,793,805,731,774
0,1,0,"Antofagasta",2022,751,779,450,584
0,0,0,"Maule",2023,838,848,785,0
1,0,0,"Metropolitana",2022,736,744,761,591
1,0,0,"Metropolitana",2023,951,951,939,833
0,1,1,"Metropolitana",2023,370,370,403,385
1,0,0,"Metropolitana",2019,599,599,746,573
0,1,0,"Maule",2023,685,689,403,385
0,0,1,"Metropolitana",2023,491,491,0,0
0,0,1,"Araucania",2022,465,465,489,607
0,1,0,"OHiggins",2023,461,461,0,0
1,0,0,"Metropolitana",2023,694,697,535,696
0,0,0,"Metropolitana",2023,479,479,585,434
1,1,0,"Metropolitana",2022,837,884,680,721
1,0,0,"Metropolitana",2023,965,981,1000,918
0,0,0,"Araucania",2023,567,567,465,554
1,0,0,"Los Lagos",2023,622,622,563,607
1,1,0,"Los Rios",2023,928,1000,498,584
1,1,1,"Metropolitana",2023,837,885,549,582
1,1,0,"Metropolitana",2022,685,706,679,600
0,1,0,"Tarapaca",2023,994,997,827,837
0,1,1,"Metropolitana",2023,574,611,576,651
1,0,0,"Metropolitana",2022,650,655,0,711
1,0,1,"Metropolitana",2019,752,821,705,679
0,0,0,"Metropolitana",2023,736,747,392,423
0,1,0,"Metropolitana",2023,657,657,513,676
0,1,0,"Metropolitana",2021,643,667,424,699
0,0,1,"Metropolitana",2023,623,623,0,0
0,1,0,"Metropolitana",2023,808,839,600,636
1,0,0,"Los Rios",2023,865,879,688,707
0,1,0,"Metropolitana",2023,799,809,593,597
1,0,0,"Nuble",2023,900,912,593,636
1,0,0,"Metropolitana",2021,536,536,628,878
1,1,1,"Metropolitana",2023,843,896,563,524
1,1,0,"Maule",2023,628,629,696,563
1,0,0,"Antofagasta",2023,694,694,535,600
1,1,1,"Biobio",2021,857,929,669,567
0,0,0,"Araucania",2023,384,384,403,496
1,1,1,"Araucania",2023,794,944,436,394
0,1,0,"Metropolitana",2023,650,661,513,466
1,0,0,"Metropolitana",2023,842,871,563,549
1,0,0,"Araucania",2023,842,886,513,510
1,1,0,"Maule",2020,685,704,535,496
0,1,0,"Los Rios",2023,652,680,478,567
0,1,0,"Metropolitana",2018,378,383,535,367
1,0,0,"Maule",2022,643,643,575,591
0,0,0,"Metropolitana",2021,510,515,642,711
1,1,0,"Antofagasta",2023,886,905,773,774
1,0,0,"Antofagasta",2023,886,905,785,754
0,0,1,"Maule",2023,554,554,498,385
0,0,0,"Metropolitana",2023,594,594,607,524
1,1,0,"Metropolitana",2020,722,742,616,620
0,1,0,"OHiggins",2023,765,769,563,636
1,0,0,"Metropolitana",2023,699,699,642,770
1,1,1,"Atacama",2022,815,910,478,573
1,1,0,"Metropolitana",2023,851,871,963,742
0,0,0,"Metropolitana",2023,643,643,549,0
1,0,0,"Aysen",2019,727,727,939,774
0,0,0,"Metropolitana",2023,551,551,563,591
0,0,0,"Metropolitana",2023,558,558,523,0
1,0,0,"Metropolitana",2023,907,971,599,738
0,1,1,"Valparaiso",2023,757,768,513,625
0,0,0,"Metropolitana",2023,956,987,963,774
0,1,0,"Valparaiso",2023,727,727,628,669
0,1,0,"Metropolitana",2021,793,798,0,699
1,1,0,"Antofagasta",2023,879,929,549,589
1,1,0,"Arica",2023,842,858,628,784
0,1,0,"Biobio",2023,628,628,593,567
0,0,1,"Araucania",2023,554,591,505,454
1,0,0,"Metropolitana",2023,793,793,705,784
1,1,0,"Biobio",2023,893,901,593,676
1,1,0,"Metropolitana",2023,951,1000,897,857
1,0,0,"Coquimbo",2023,488,488,657,636
0,1,0,"Metropolitana",2023,594,595,628,385
0,1,1,"Los Rios",2023,752,768,0,0
0,1,1,"Metropolitana",2023,787,862,593,597
0,1,1,"Tarapaca",2023,667,688,0,473
1,0,0,"Valparaiso",2020,865,902,785,707
0,0,1,"Metropolitana",2023,411,411,498,597
0,0,0,"Metropolitana",2023,441,441,478,567
1,0,1,"Araucania",2023,771,805,563,689
0,1,0,"OHiggins",2022,461,461,424,641
1,0,0,"Araucania",2023,580,580,669,582
1,1,0,"Los Lagos",2023,650,650,680,754
1,0,0,"Antofagasta",2023,771,796,505,625
1,0,0,"Valparaiso",2023,594,594,679,625
1,1,0,"Metropolitana",2023,736,736,600,576
0,1,0,"Coquimbo",2023,488,488,0,0
1,0,0,"Metropolitana",2022,751,784,513,665
0,0,0,"Maule",2023,473,473,0,0
1,1,0,"Valparaiso",2013,346,382,549,665
0,1,1,"Metropolitana",2023,672,682,642,669
0,1,0,"Biobio",2023,865,877,549,597
0,1,1,"Metropolitana",2023,630,630,513,397
1,0,0,"Metropolitana",2022,886,1000,862,742
1,1,0,"Araucania",2023,937,944,563,625
0,1,0,"Metropolitana",2023,751,751,616,466
1,0,0,"Los Lagos",2023,870,889,811,738
1,0,0,"Araucania",2023,742,750,761,759
0,1,1,"Metropolitana",2023,695,759,535,607
1,1,1,"Nuble",2023,823,901,513,496
1,0,0,"Metropolitana",2022,722,733,731,636
0,1,0,"Nuble",2023,727,727,549,476
0,0,0,"Coquimbo",2023,636,636,489,454
1,0,0,"Aysen",2022,694,698,505,770
0,0,0,"Metropolitana",2023,429,429,424,476
0,1,0,"Arica",2014,594,594,465,524
1,0,0,"Valparaiso",2019,713,726,939,784
0,1,0,"Metropolitana",2023,851,858,563,686
0,0,0,"Coquimbo",2023,542,542,593,636
1,1,1,"Metropolitana",2022,724,790,669,500
1,1,0,"Metropolitana",2022,526,526,513,591
0,1,1,"Metropolitana",2023,506,506,0,0
0,0,1,"Metropolitana",2021,681,694,0,0
1,1,0,"Los Rios",2023,851,859,607,689
0,1,0,"OHiggins",2023,657,668,523,563
0,1,1,"Los Lagos",2023,481,481,424,489
1,0,0,"Metropolitana",2022,922,931,989,759
1,1,0,"Biobio",2023,865,876,897,770
0,0,0,"Coquimbo",2023,403,403,0,0
0,1,1,"Metropolitana",2023,609,609,489,591
0,1,0,"Metropolitana",2023,893,910,593,473
0,1,1,"Biobio",2021,513,515,392,378
1,1,0,"Biobio",2023,757,758,688,679
0,1,0,"Metropolitana",2023,922,956,607,696
0,0,0,"Metropolitana",2023,558,558,450,738
0,1,1,"Biobio",2023,609,609,378,354
1,1,0,"OHiggins",2023,751,751,607,500
0,0,0,"OHiggins",2023,751,777,607,540
0,1,1,"Metropolitana",2023,616,644,563,489
0,1,1,"Maule",2022,609,620,616,584
0,0,0,"Los Lagos",2023,608,608,346,409
0,0,0,"Biobio",2023,779,785,607,510
1,1,0,"Nuble",2023,928,1000,679,754
1,1,1,"Tarapaca",2022,481,481,607,721
0,1,0,"Antofagasta",2023,886,996,811,721
1,0,0,"Araucania",2023,558,558,696,656
0,1,1,"Tarapaca",2023,658,658,498,549
0,0,0,"Araucania",2023,425,441,0,0
1,0,0,"Biobio",2022,742,749,599,699
1,0,1,"Metropolitana",2023,529,542,563,500
1,1,0,"Metropolitana",2022,636,636,450,567
1,1,0,"Atacama",2023,828,848,424,600
1,1,0,"Metropolitana",2023,708,708,879,726
1,1,0,"Atacama",2022,870,886,696,636
1,1,1,"Metropolitana",1998,582,614,688,665
0,1,0,"Los Rios",2022,657,679,0,0
0,1,0,"Metropolitana",2023,922,936,669,721
1,1,0,"Araucania",2023,771,787,746,676
1,1,0,"Valparaiso",2023,942,995,628,549
1,1,0,"Araucania",2021,713,731,680,726
1,0,0,"OHiggins",2023,572,572,731,699
0,1,0,"Los Rios",2023,650,651,0,0
0,1,0,"OHiggins",2023,685,685,731,636
1,0,1,"Biobio",2022,865,913,705,742
0,0,0,"Metropolitana",2022,463,463,669,636
0,1,1,"Metropolitana",2022,823,872,593,591
1,1,1,"Araucania",2022,808,916,498,600
1,0,0,"Los Lagos",2023,793,800,897,711
1,0,0,"Biobio",2023,865,877,680,584
1,0,0,"Biobio",2023,713,713,593,589
1,0,0,"Biobio",2023,722,725,616,819
0,1,1,"Metropolitana",2023,871,908,413,620
1,1,0,"Araucania",2022,699,742,549,0
1,1,0,"Araucania",2023,870,906,599,591
1,0,1,"Los Lagos",2019,284,316,523,496
1,1,0,"Valparaiso",2023,713,713,696,726
1,0,1,"Los Lagos",2023,609,656,628,711
0,0,0,"Los Lagos",2023,865,884,731,819
1,1,0,"Maule",2023,1000,1000,897,721
1,0,0,"Valparaiso",2023,643,643,523,573
0,0,0,"Nuble",2023,510,510,585,481
0,1,0,"Atacama",2021,708,745,0,0
1,1,1,"Metropolitana",2022,459,459,489,519
1,1,0,"Maule",2023,785,808,563,567
1,1,0,"Valparaiso",2023,956,972,917,784
1,1,0,"Biobio",2023,799,810,549,534
0,0,0,"Metropolitana",2023,495,495,450,418
1,0,0,"Metropolitana",2022,664,664,773,899
1,1,0,"Valparaiso",2022,808,875,523,611
1,1,0,"Maule",2023,965,1000,963,899
0,1,0,"Metropolitana",2023,495,495,0,0
1,0,0,"Metropolitana",2023,994,995,989,878
1,0,0,"Araucania",2022,837,916,773,0
0,1,0,"Coquimbo",2023,986,1000,563,567
1,0,0,"Metropolitana",2023,785,837,669,754
0,0,0,"Araucania",2023,567,567,424,563
1,1,0,"Metropolitana",2022,785,788,585,576
1,1,0,"Metropolitana",2023,956,1000,717,686
0,0,1,"Metropolitana",2023,667,694,0,0
0,0,0,"Antofagasta",2023,622,622,688,754
0,1,0,"Maule",2023,671,675,505,597
0,0,0,"Los Lagos",2023,551,551,0,388
0,1,0,"Maule",2023,643,643,593,524
0,0,1,"Valparaiso",2023,474,474,513,484
1,0,0,"Metropolitana",2022,837,858,478,506
1,1,0,"Maule",2023,793,797,585,510
0,0,0,"Biobio",2018,409,409,505,438
0,0,1,"Metropolitana",2023,630,630,669,738
0,1,0,"Araucania",2022,965,1000,0,0
1,1,0,"Los Lagos",2022,742,783,424,449
1,1,0,"Coquimbo",2022,613,613,705,584
1,0,0,"Metropolitana",2023,722,733,599,584
0,1,0,"OHiggins",2023,886,899,657,625
1,0,0,"Biobio",2023,586,586,717,784
1,1,0,"Antofagasta",2022,907,924,844,770
0,0,0,"Arica",2023,779,800,642,679
0,1,1,"Metropolitana",2023,616,624,403,375
0,1,0,"Biobio",2019,519,519,0,0
1,0,0,"Araucania",2023,650,650,696,607
1,1,0,"Valparaiso",2023,751,763,607,597
0,0,1,"Atacama",2023,729,746,669,696
0,1,0,"Biobio",2022,842,845,731,837
1,1,1,"Metropolitana",2023,715,740,535,676
0,0,0,"Biobio",2023,664,664,616,524
1,1,0,"Araucania",2023,680,680,450,656
1,0,0,"Biobio",2023,736,737,465,600
0,0,1,"Metropolitana",2023,402,402,0,0
0,0,0,"Biobio",2023,823,823,1000,833
0,1,1,"Metropolitana",2023,724,771,535,484
0,0,0,"Valparaiso",2023,622,622,0,0
0,1,1,"Metropolitana",2023,729,734,513,573
0,0,1,"Metropolitana",2023,672,682,535,481
0,0,0,"Biobio",2023,488,488,0,0
1,0,0,"Valparaiso",2021,429,434,563,669
1,0,1,"Metropolitana",2023,681,715,576,534
0,0,0,"Metropolitana",2023,823,825,797,759
1,0,0,"Biobio",2023,914,930,844,922
1,0,1,"Metropolitana",2023,895,932,563,582
0,0,0,"Metropolitana",2023,504,504,424,463
0,1,1,"Metropolitana",2023,616,625,413,418
1,0,0,"Araucania",2023,536,536,535,554
1,0,1,"Metropolitana",2017,497,497,478,641
0,1,0,"Atacama",2023,580,580,575,524
0,1,0,"Valparaiso",2022,799,811,0,679
1,0,0,"OHiggins",2023,808,810,600,686
0,0,0,"Araucania",2023,650,650,489,481
0,0,0,"Los Lagos",2023,636,646,0,0
0,0,0,"OHiggins",2023,488,488,563,607
1,0,0,"Tarapaca",2023,680,680,616,582
1,1,0,"Biobio",2023,799,802,535,636
0,1,0,"Valparaiso",2023,613,613,0,597
1,1,0,"Metropolitana",2021,907,1000,773,676
0,0,1,"Biobio",2023,411,411,0,0
1,1,0,"Metropolitana",2023,765,796,585,500
1,1,1,"Antofagasta",2020,709,734,489,554
1,0,0,"Maule",2021,632,631,642,721
0,0,0,"Valparaiso",2023,356,356,0,0
0,1,0,"Metropolitana",2022,613,613,549,484
1,0,0,"Magallanes",2021,699,726,785,686
1,1,1,"Metropolitana",2023,752,756,599,742
0,0,0,"Maule",2023,463,463,669,473
0,1,0,"OHiggins",2023,694,696,465,473
0,0,1,"Valparaiso",2023,851,910,761,742
0,0,1,"Metropolitana",2023,667,693,424,354
0,1,0,"Metropolitana",2021,612,626,436,584
0,1,0,"Metropolitana",2020,594,597,465,449
1,0,0,"Metropolitana",2023,907,932,593,819
0,0,0,"Metropolitana",2023,650,650,436,434
0,1,0,"Antofagasta",2023,713,715,600,597
1,0,0,"Los Rios",2022,986,1000,549,641
0,1,0,"Nuble",2023,671,695,585,802
1,1,0,"Metropolitana",2023,907,916,879,676
0,1,0,"Arica",2016,473,473,535,506
1,0,1,"Metropolitana",2022,729,774,535,597
1,0,0,"Arica",2020,922,1000,0,770
1,1,0,"Metropolitana",2021,572,573,478,641
0,0,0,"Los Lagos",2015,851,865,879,707
1,0,0,"Biobio",2022,765,776,844,742
1,0,1,"Valparaiso",2021,560,560,575,591
0,0,0,"Metropolitana",2023,650,650,593,589
0,0,0,"Valparaiso",2022,567,567,450,519
0,0,0,"Metropolitana",2023,604,615,0,0
1,0,0,"Metropolitana",2023,823,848,513,573
0,0,0,"Los Lagos",2023,793,800,731,738
0,1,0,"Los Lagos",2023,779,792,680,620
0,1,1,"Valparaiso",2023,681,685,563,567
0,1,0,"Los Rios",2023,727,727,575,738
0,1,1,"Maule",2023,843,948,498,582
1,0,0,"Metropolitana",2023,636,636,607,567
0,0,0,"Metropolitana",2023,708,726,797,788
0,1,1,"Metropolitana",2023,574,579,424,388
0,0,1,"Valparaiso",2023,724,744,563,567
1,1,1,"Los Lagos",2023,808,846,523,463
1,1,1,"Metropolitana",2023,794,860,549,707
0,1,0,"Valparaiso",2022,461,462,424,423
0,0,0,"Aysen",2023,650,650,696,582
0,0,0,"Coquimbo",2023,742,742,413,449
0,1,1,"Metropolitana",2023,886,934,688,679
0,1,0,"Metropolitana",2023,680,680,362,567
1,1,0,"Arica",2022,956,972,963,788
1,0,0,"Metropolitana",2023,680,680,593,454
1,1,1,"Arica",2023,630,635,563,651
1,1,1,"Metropolitana",2023,757,814,628,665
1,0,0,"Tarapaca",2023,842,853,688,641
0,0,1,"Metropolitana",2023,595,597,585,554
0,0,1,"Nuble",2023,601,601,489,524
1,1,0,"Metropolitana",2022,699,699,616,759
1,1,0,"Metropolitana",2023,298,298,489,473
1,0,0,"Biobio",2023,886,889,939,784
1,0,0,"Maule",2023,751,751,513,573
0,1,0,"Valparaiso",2023,680,682,498,484
0,0,0,"Biobio",2023,594,594,575,496
0,0,1,"Araucania",2023,450,450,316,367
1,1,0,"Metropolitana",2021,865,884,731,770
1,1,0,"Metropolitana",2023,580,580,599,686
1,0,0,"Antofagasta",2020,722,727,688,597
0,1,1,"Los Lagos",2023,506,506,0,0
1,0,0,"Coquimbo",2021,650,650,563,591
0,0,1,"Nuble",2023,851,899,575,600
0,0,0,"Metropolitana",2023,745,978,0,0
0,1,1,"Los Lagos",2023,801,821,465,466
0,1,1,"Atacama",2023,595,644,392,423
1,1,0,"Metropolitana",2016,900,948,0,0
1,0,0,"Metropolitana",2023,814,844,717,711
1,1,0,"Tarapaca",2023,893,915,688,611
0,0,0,"Biobio",2022,708,743,616,641
0,0,1,"Los Lagos",2023,571,571,642,597
1,1,1,"Metropolitana",2023,808,849,523,466
0,1,1,"Metropolitana",2023,724,833,378,438
1,0,0,"Metropolitana",2023,799,810,549,597
1,1,0,"Valparaiso",2023,785,797,465,466
0,1,0,"Coquimbo",2023,785,793,392,476
1,1,0,"Metropolitana",2023,808,835,599,620
0,0,0,"Valparaiso",2023,727,777,478,418
1,1,0,"Valparaiso",2023,808,814,535,607
0,1,0,"Valparaiso",2023,572,572,593,506
1,1,0,"Metropolitana",2023,814,839,811,854
1,0,0,"Metropolitana",2023,680,687,489,506
1,1,0,"OHiggins",2023,699,699,669,754
0,0,0,"Arica",2023,713,713,498,481
1,1,0,"Biobio",2022,907,945,688,707
1,1,0,"Biobio",2022,510,510,563,476
1,1,0,"Biobio",2022,699,699,827,0
0,0,1,"Metropolitana",2023,724,776,465,423
1,1,0,"Metropolitana",2023,865,866,811,857
1,0,0,"Valparaiso",2015,479,479,489,669
0,1,1,"Maule",2022,623,627,413,554
0,1,0,"Metropolitana",2022,851,876,785,788
1,0,0,"Los Rios",2023,828,828,844,742
1,0,0,"Metropolitana",2023,779,779,963,742
1,0,0,"Metropolitana",2021,928,1000,607,589
1,0,1,"Los Lagos",2023,837,1000,797,707
0,1,0,"Coquimbo",2022,650,650,478,496
1,1,0,"Valparaiso",2023,608,608,607,689
0,0,0,"Biobio",2023,664,664,0,0
1,1,0,"Metropolitana",2023,542,542,669,434
0,1,0,"Coquimbo",2023,664,671,465,454
1,0,0,"Metropolitana",2022,928,955,917,833
1,1,0,"Valparaiso",2022,671,684,585,636
0,1,0,"OHiggins",2023,742,742,498,573
0,0,1,"Metropolitana",2023,582,582,563,489
1,1,1,"Los Rios",2022,623,635,523,506
0,1,0,"OHiggins",2022,771,788,575,563
1,0,0,"Los Lagos",2020,886,916,642,774
1,0,0,"Valparaiso",2023,837,857,963,636
1,0,0,"Valparaiso",2021,779,776,628,597
0,0,1,"Antofagasta",2023,709,727,593,589
1,0,0,"Metropolitana",2022,613,613,797,636
1,0,0,"Biobio",2023,736,736,600,524
0,0,0,"Araucania",2023,567,567,436,449
1,0,0,"Maule",2020,636,636,897,784
0,1,1,"Metropolitana",2023,523,523,392,466
1,0,0,"Coquimbo",2023,851,855,696,576
1,1,0,"Los Lagos",2020,771,771,575,0
1,1,0,"Araucania",2021,879,892,731,837
1,1,0,"Metropolitana",2023,378,378,563,524
1,1,0,"Metropolitana",2023,793,793,585,699
1,0,0,"Metropolitana",2022,879,901,939,625
0,1,0,"Valparaiso",2018,650,677,593,563
0,0,0,"Valparaiso",2023,526,526,392,500
1,1,0,"Arica",2021,785,820,535,496
0,1,0,"Metropolitana",2023,907,910,963,707
0,1,1,"Los Rios",2023,652,665,0,0
0,0,0,"Metropolitana",2023,393,393,450,519
1,1,0,"Metropolitana",2023,900,904,917,611
0,0,0,"Los Lagos",2023,580,580,657,454
0,1,0,"Biobio",2018,951,953,963,0
0,0,1,"Valparaiso",2023,823,835,585,394
0,0,1,"Los Lagos",2023,433,433,563,510
1,0,0,"Metropolitana",2022,643,643,585,669
0,1,1,"Metropolitana",2023,880,955,600,549
1,0,0,"Metropolitana",2023,937,1000,879,857
1,0,1,"OHiggins",2023,823,907,607,641
0,0,1,"OHiggins",2023,506,506,392,473
1,0,0,"Metropolitana",2021,613,613,669,582
1,1,0,"Los Rios",2023,785,844,761,696
0,0,1,"Metropolitana",2023,427,427,465,489
1,1,0,"Metropolitana",2023,708,708,535,491
1,0,0,"Nuble",2013,447,447,717,726
1,0,0,"Metropolitana",2014,865,896,989,837
1,1,0,"Maule",2023,837,844,696,707
1,1,0,"OHiggins",2019,636,647,657,582
1,0,0,"Biobio",2023,842,856,680,540
1,1,0,"Valparaiso",2023,808,1000,593,636
1,1,0,"Metropolitana",2023,708,739,628,679
1,1,0,"Maule",2022,942,960,523,600
1,1,0,"Metropolitana",2021,694,709,593,837
1,1,0,"Biobio",2017,608,608,600,738
0,0,0,"Valparaiso",2022,556,556,549,679
0,0,0,"Arica",2023,771,771,696,784
0,1,1,"Metropolitana",2023,928,1000,563,686
1,0,0,"Metropolitana",2023,643,644,549,651
1,0,0,"Antofagasta",2019,708,708,844,721
0,1,0,"Valparaiso",2023,942,968,549,770
1,0,0,"Metropolitana",2023,727,746,827,699
1,0,0,"Aysen",2023,923,943,939,770
0,0,1,"Maule",2023,506,506,0,0
1,0,0,"Metropolitana",2023,736,743,679,721
1,1,0,"Atacama",2023,956,970,563,607
0,0,0,"Metropolitana",2023,823,826,642,726
0,1,0,"Metropolitana",2023,479,479,535,563
1,1,0,"OHiggins",2023,937,950,797,874
0,0,1,"Biobio",2014,427,451,585,563
1,1,1,"OHiggins",2023,738,812,489,519
0,1,0,"Metropolitana",2023,742,746,450,489
1,0,0,"Coquimbo",2023,685,685,811,651
0,0,0,"Valparaiso",2023,365,365,0,0
0,0,1,"Nuble",2023,609,609,513,597
0,0,0,"Biobio",2023,886,886,746,696
1,0,0,"Metropolitana",2023,865,871,939,584
0,1,0,"Metropolitana",2023,873,989,0,0
1,1,0,"Metropolitana",2023,713,728,607,607
0,1,1,"Maule",2023,616,621,0,0
0,0,0,"Valparaiso",2021,828,843,773,833
1,1,1,"Metropolitana",2023,571,575,523,563
1,0,0,"Metropolitana",2023,636,636,657,567
0,0,0,"Nuble",2014,387,387,0,0
1,1,0,"Metropolitana",2023,914,939,616,721
1,1,0,"Metropolitana",2018,671,671,628,774
0,0,0,"Valparaiso",2023,928,953,688,686
0,1,0,"OHiggins",2023,384,384,0,0
0,1,0,"Valparaiso",2023,793,796,549,620
1,1,0,"Maule",2021,914,913,0,759
0,0,0,"Metropolitana",2023,742,750,797,742
1,0,0,"Metropolitana",2023,956,966,989,837
1,1,0,"Valparaiso",2020,727,734,696,802
1,1,0,"Metropolitana",2013,636,692,705,669
0,0,1,"Biobio",2023,672,672,465,636
0,1,0,"Valparaiso",2023,495,495,0,0
1,1,0,"Araucania",2023,886,911,861,770
1,0,0,"Metropolitana",2023,779,782,897,591
1,1,0,"Metropolitana",2022,594,594,0,0
1,1,0,"Valparaiso",2023,636,636,616,625
0,1,0,"Metropolitana",2008,751,751,0,0
1,0,0,"Metropolitana",2023,722,738,478,534
0,1,0,"Metropolitana",2023,526,526,505,573
0,1,0,"Atacama",2023,643,643,585,423
1,1,0,"Metropolitana",2023,928,980,811,774
1,0,0,"Metropolitana",2022,765,789,535,500
0,1,0,"Nuble",2023,664,664,0,0
1,1,0,"Maule",2022,856,881,657,573
0,1,0,"Biobio",2023,479,479,535,567
1,1,1,"Nuble",2021,652,657,585,449
0,0,0,"Los Lagos",2023,632,788,489,405
0,1,0,"Nuble",2023,536,536,513,620
1,1,0,"Los Lagos",2022,823,881,549,676
1,1,0,"Los Rios",2023,879,1000,498,473
0,1,1,"Metropolitana",2023,0,0,498,699
1,1,0,"Valparaiso",2023,870,884,879,742
0,1,1,"Biobio",2023,571,571,465,378
1,0,0,"Valparaiso",2023,613,613,549,489
1,0,0,"Metropolitana",2022,942,957,1000,815
1,0,0,"Biobio",2022,736,774,616,636
1,1,0,"OHiggins",2023,837,844,513,656
1,1,0,"Metropolitana",2023,828,897,717,721
0,0,0,"Coquimbo",2023,685,685,513,540
0,1,1,"OHiggins",2023,465,465,513,491
0,1,1,"Coquimbo",2023,506,506,505,449
0,1,0,"Metropolitana",2023,436,436,0,0
0,0,0,"Biobio",2023,722,733,657,679
0,1,0,"Los Lagos",2023,0,0,0,0
0,1,0,"Nuble",2023,567,567,513,405
1,1,1,"Maule",2023,851,906,585,549
0,0,0,"Biobio",2023,757,760,513,589
0,0,1,"Araucania",2023,450,450,498,665
0,1,1,"Maule",2023,554,564,0,0
1,0,0,"Araucania",2023,793,800,549,651
0,0,1,"Biobio",2023,616,616,513,484
1,0,0,"Maule",2023,965,965,917,878
1,0,0,"Metropolitana",2022,510,511,917,726
1,0,0,"Valparaiso",2022,942,974,939,774
0,1,0,"Biobio",2019,680,709,696,620
0,0,1,"Metropolitana",2022,513,525,489,291
1,1,0,"Metropolitana",2023,808,816,585,534
0,0,0,"OHiggins",2023,551,551,642,591
0,0,1,"Coquimbo",2023,443,443,489,484
0,0,1,"Metropolitana",2023,644,648,523,466
0,1,1,"OHiggins",2023,686,721,593,423
1,1,0,"Metropolitana",2020,664,683,424,496
0,1,0,"Metropolitana",2023,608,612,465,473
1,1,0,"Metropolitana",2023,965,972,989,947
1,1,0,"Metropolitana",2022,937,963,963,0
0,1,0,"Maule",1991,447,447,523,423
1,1,0,"Metropolitana",2023,879,905,688,759
0,0,0,"Maule",2021,599,600,513,519
0,1,0,"Metropolitana",2023,757,794,523,476
0,0,0,"Metropolitana",2019,694,694,717,784
0,1,1,"Araucania",2023,700,760,362,350
0,1,0,"Antofagasta",2023,441,441,628,510
0,0,0,"Maule",2023,765,771,576,833
1,1,0,"Metropolitana",2023,907,1000,575,721
0,1,0,"Arica",2017,979,1000,0,0
0,1,0,"Metropolitana",2023,900,913,879,857
1,0,0,"Arica",2023,893,903,761,774
1,0,0,"Metropolitana",2023,886,899,642,837
0,0,0,"Metropolitana",2023,757,759,746,699
